id,account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
1545,2141,11/13/2016 14:19,299,24,21,344,1492.01,179.76,170.52,1842.29
1546,2141,12/13/2016 16:06,308,28,0,336,1536.92,209.72,0,1746.64
1547,2151,5/21/2016 12:07,134,34,34,202,668.66,254.66,276.08,1199.4
1548,2151,7/19/2016 10:01,110,28,39,177,548.9,209.72,316.68,1075.3
1549,2151,8/18/2016 10:06,115,60,38,213,573.85,449.4,308.56,1331.81
1550,2151,9/16/2016 22:05,63,33,17,113,314.37,247.17,138.04,699.58
1551,2151,10/16/2016 19:02,98,802,0,900,489.02,6006.98,0,6496
1552,2151,11/15/2016 4:57,116,16,33,165,578.84,119.84,267.96,966.64
1553,2151,12/14/2016 20:31,108,31,354,493,538.92,232.19,2874.48,3645.59
1554,2161,10/29/2016 11:33,112,45,30,187,558.88,337.05,243.6,1139.53
1555,2161,11/27/2016 4:17,103,30,0,133,513.97,224.7,0,738.67
1556,2161,12/26/2016 16:54,74,44,70,188,369.26,329.56,568.4,1267.22
1557,2171,6/18/2016 8:24,289,26,0,315,1442.11,194.74,0,1636.85
1558,2171,7/18/2016 6:35,285,24,13,322,1422.15,179.76,105.56,1707.47
1559,2171,8/17/2016 1:36,294,22,3,319,1467.06,164.78,24.36,1656.2
1560,2171,9/15/2016 6:53,294,40,14,348,1467.06,299.6,113.68,1880.34
1561,2171,10/14/2016 4:24,309,36,14,359,1541.91,269.64,113.68,1925.23
1562,2171,11/12/2016 11:56,327,62,46,435,1631.73,464.38,373.52,2469.63
1563,2181,12/24/2013 20:36,278,14,46,338,1387.22,104.86,373.52,1865.6
1564,2181,1/22/2014 22:12,249,0,53,302,1242.51,0,430.36,1672.87
1565,2181,2/21/2014 6:11,283,6,37,326,1412.17,44.94,300.44,1757.55
1566,2181,3/22/2014 10:09,301,23,12,336,1501.99,172.27,97.44,1771.7
1567,2181,4/21/2014 3:02,304,29,40,373,1516.96,217.21,324.8,2058.97
1568,2181,5/20/2014 11:44,295,24,18,337,1472.05,179.76,146.16,1797.97
1569,2181,6/19/2014 4:45,330,22,57,409,1646.7,164.78,462.84,2274.32
1570,2181,7/18/2014 7:22,287,0,24,311,1432.13,0,194.88,1627.01
1571,2181,8/17/2014 19:48,387,3,3,393,1931.13,22.47,24.36,1977.96
1572,2181,9/16/2014 21:33,276,12,0,288,1377.24,89.88,0,1467.12
1573,2181,10/16/2014 6:54,301,29,73,403,1501.99,217.21,592.76,2311.96
1574,2181,11/15/2014 22:58,292,32,56,380,1457.08,239.68,454.72,2151.48
1575,2181,12/15/2014 10:20,306,0,61,367,1526.94,0,495.32,2022.26
1576,2181,1/14/2015 4:39,296,66,0,362,1477.04,494.34,0,1971.38
1577,2181,2/12/2015 12:51,330,38,23,391,1646.7,284.62,186.76,2118.08
1578,2181,3/13/2015 23:41,286,43,21,350,1427.14,322.07,170.52,1919.73
1579,2181,4/11/2015 1:55,299,0,37,336,1492.01,0,300.44,1792.45
1580,2181,5/11/2015 11:17,304,38,30,372,1516.96,284.62,243.6,2045.18
1581,2181,6/10/2015 18:01,320,37,136,493,1596.8,277.13,1104.32,2978.25
1582,2181,7/10/2015 11:21,281,15,19,315,1402.19,112.35,154.28,1668.82
1583,2181,8/9/2015 8:07,292,30,18,340,1457.08,224.7,146.16,1827.94
1584,2181,9/8/2015 21:32,289,5,664,958,1442.11,37.45,5391.68,6871.24
1585,2181,10/7/2015 14:12,316,30,21,367,1576.84,224.7,170.52,1972.06
1586,2181,11/5/2015 16:31,301,1,19,321,1501.99,7.49,154.28,1663.76
1587,2181,12/5/2015 4:56,325,36,37,398,1621.75,269.64,300.44,2191.83
1588,2181,1/4/2016 19:54,296,34,0,330,1477.04,254.66,0,1731.7
1589,2181,2/2/2016 7:11,603,5,0,608,3008.97,37.45,0,3046.42
1590,2181,3/2/2016 15:37,282,76,11,369,1407.18,569.24,89.32,2065.74
1591,2181,4/1/2016 6:10,298,194,0,492,1487.02,1453.06,0,2940.08
1592,2181,5/1/2016 10:17,305,23,2,330,1521.95,172.27,16.24,1710.46
1593,2181,5/30/2016 0:20,0,18,3,21,0,134.82,24.36,159.18
1594,2181,6/29/2016 16:30,394,28,62,484,1966.06,209.72,503.44,2679.22
1595,2181,7/29/2016 2:58,302,48,24,374,1506.98,359.52,194.88,2061.38
1596,2181,8/28/2016 11:04,307,78,22,407,1531.93,584.22,178.64,2294.79
1597,2181,9/27/2016 17:04,254,35,27,316,1267.46,262.15,219.24,1748.85
1598,2181,10/27/2016 3:39,300,60,32,392,1497,449.4,259.84,2206.24
1599,2181,11/25/2016 7:30,311,42,0,353,1551.89,314.58,0,1866.47
1600,2181,12/25/2016 16:58,312,84,49,445,1556.88,629.16,397.88,2583.92
1601,2191,1/19/2016 20:56,298,1,16,315,1487.02,7.49,129.92,1624.43
1602,2191,2/18/2016 9:27,285,39,33,357,1422.15,292.11,267.96,1982.22
1603,2191,3/18/2016 11:42,323,24,419,766,1611.77,179.76,3402.28,5193.81
1604,2191,4/16/2016 10:11,363,19,81,463,1811.37,142.31,657.72,2611.4
1605,2191,5/15/2016 5:29,309,40,24,373,1541.91,299.6,194.88,2036.39
1606,2191,6/14/2016 4:42,280,30,10,320,1397.2,224.7,81.2,1703.1
1607,2191,7/14/2016 2:40,286,67,22,375,1427.14,501.83,178.64,2107.61
1608,2191,8/12/2016 16:56,295,38,20,353,1472.05,284.62,162.4,1919.07
1609,2191,9/11/2016 22:26,303,15,14,332,1511.97,112.35,113.68,1738
1610,2191,10/10/2016 5:24,290,34,23,347,1447.1,254.66,186.76,1888.52
1611,2191,11/9/2016 9:19,301,45,0,346,1501.99,337.05,0,1839.04
1612,2191,12/9/2016 14:26,282,8,33,323,1407.18,59.92,267.96,1735.06
1613,2201,9/29/2016 20:48,491,5,45,541,2450.09,37.45,365.4,2852.94
1614,2201,10/28/2016 13:50,505,8,0,513,2519.95,59.92,0,2579.87
1615,2201,11/27/2016 2:30,495,2,13,510,2470.05,14.98,105.56,2590.59
1616,2201,12/27/2016 6:28,507,8,8,523,2529.93,59.92,64.96,2654.81
1617,2211,7/15/2016 23:26,118,80,0,198,588.82,599.2,0,1188.02
1618,2211,9/13/2016 14:24,101,59,29,189,503.99,441.91,235.48,1181.38
1619,2211,10/12/2016 2:57,26,809,30,865,129.74,6059.41,243.6,6432.75
1620,2211,11/10/2016 20:36,24,39,28,91,119.76,292.11,227.36,639.23
1621,2211,12/10/2016 21:55,58,28,2,88,289.42,209.72,16.24,515.38
1622,2221,11/14/2016 21:24,102,29,27,158,508.98,217.21,219.24,945.43
1623,2221,12/13/2016 4:12,100,0,28,128,499,0,227.36,726.36
1624,2231,12/30/2013 3:52,304,7,48,359,1516.96,52.43,389.76,1959.15
1625,2231,1/29/2014 15:45,308,28,23,359,1536.92,209.72,186.76,1933.4
1626,2231,3/29/2014 2:04,284,13,34,331,1417.16,97.37,276.08,1790.61
1627,2231,4/28/2014 6:51,282,32,16,330,1407.18,239.68,129.92,1776.78
1628,2231,6/26/2014 22:33,274,34,17,325,1367.26,254.66,138.04,1759.96
1629,2231,7/26/2014 7:06,316,27,29,372,1576.84,202.23,235.48,2014.55
1630,2231,8/25/2014 8:18,298,31,19,348,1487.02,232.19,154.28,1873.49
1631,2231,9/24/2014 21:37,299,4,14,317,1492.01,29.96,113.68,1635.65
1632,2231,10/23/2014 14:36,316,45,0,361,1576.84,337.05,0,1913.89
1633,2231,11/22/2014 0:46,323,81,22,426,1611.77,606.69,178.64,2397.1
1634,2231,12/21/2014 12:34,302,0,35,337,1506.98,0,284.2,1791.18
1635,2231,1/20/2015 22:05,311,37,0,348,1551.89,277.13,0,1829.02
1636,2231,2/19/2015 22:54,296,53,65,414,1477.04,396.97,527.8,2401.81
1637,2231,3/21/2015 14:37,0,42,31,73,0,314.58,251.72,566.3
1638,2231,4/19/2015 1:07,282,21,20,323,1407.18,157.29,162.4,1726.87
1639,2231,5/18/2015 14:58,285,28,18,331,1422.15,209.72,146.16,1778.03
1640,2231,6/16/2015 19:12,261,43,79,383,1302.39,322.07,641.48,2265.94
1641,2231,7/15/2015 15:48,294,43,13,350,1467.06,322.07,105.56,1894.69
1642,2231,8/14/2015 7:50,313,28,23,364,1561.87,209.72,186.76,1958.35
1643,2231,9/13/2015 22:33,298,36,9,343,1487.02,269.64,73.08,1829.74
1644,2231,11/11/2015 2:40,298,13,19,330,1487.02,97.37,154.28,1738.67
1645,2231,12/11/2015 13:32,347,36,84,467,1731.53,269.64,682.08,2683.25
1646,2231,1/10/2016 12:19,301,35,0,336,1501.99,262.15,0,1764.14
1647,2231,2/9/2016 20:17,296,38,25,359,1477.04,284.62,203,1964.66
1648,2231,3/10/2016 21:46,296,40,18,354,1477.04,299.6,146.16,1922.8
1649,2231,4/9/2016 15:21,286,13,19,318,1427.14,97.37,154.28,1678.79
1650,2231,5/8/2016 2:33,324,37,20,381,1616.76,277.13,162.4,2056.29
1651,2231,6/6/2016 9:01,319,31,22,372,1591.81,232.19,178.64,2002.64
1652,2231,7/5/2016 5:59,302,35,18,355,1506.98,262.15,146.16,1915.29
1653,2231,8/4/2016 16:58,299,37,37,373,1492.01,277.13,300.44,2069.58
1654,2231,9/2/2016 15:18,276,0,20,296,1377.24,0,162.4,1539.64
1655,2231,10/2/2016 13:28,302,27,23,352,1506.98,202.23,186.76,1895.97
1656,2231,10/31/2016 20:15,291,37,32,360,1452.09,277.13,259.84,1989.06
1657,2231,11/29/2016 1:36,377,32,22,431,1881.23,239.68,178.64,2299.55
1658,2231,12/29/2016 4:52,309,20,22,351,1541.91,149.8,178.64,1870.35
1659,2241,2/6/2016 1:52,0,25,65,90,0,187.25,527.8,715.05
1660,2241,3/6/2016 4:28,101,60,31,192,503.99,449.4,251.72,1205.11
1661,2241,4/5/2016 13:39,2057,24,43,2124,10264.43,179.76,349.16,10793.35
1662,2241,5/4/2016 0:31,100,67,28,195,499,501.83,227.36,1228.19
1663,2241,6/3/2016 13:26,87,43,8,138,434.13,322.07,64.96,821.16
1664,2241,7/3/2016 3:26,106,7,0,113,528.94,52.43,0,581.37
1665,2251,5/30/2016 6:33,498,0,91,589,2485.02,0,738.92,3223.94
1666,2251,6/29/2016 6:53,499,14,0,513,2490.01,104.86,0,2594.87
1667,2251,7/28/2016 2:21,498,9,0,507,2485.02,67.41,0,2552.43
1668,2251,8/27/2016 20:02,498,0,0,498,2485.02,0,0,2485.02
1669,2251,9/26/2016 14:24,0,10,18,28,0,74.9,146.16,221.06
1670,2251,10/26/2016 15:19,505,0,2,507,2519.95,0,16.24,2536.19
1671,2251,11/25/2016 23:28,417,14,0,431,2080.83,104.86,0,2185.69
1672,2251,12/25/2016 2:06,495,5,36,536,2470.05,37.45,292.32,2799.82
1673,2261,6/3/2016 3:00,117,47,28,192,583.83,352.03,227.36,1163.22
1674,2261,7/3/2016 21:23,100,57,15,172,499,426.93,121.8,1047.73
1675,2261,8/2/2016 7:58,100,9,18,127,499,67.41,146.16,712.57
1676,2261,8/31/2016 17:09,107,39,0,146,533.93,292.11,0,826.04
1677,2261,9/30/2016 9:42,104,17,40,161,518.96,127.33,324.8,971.09
1678,2261,10/29/2016 22:08,90,0,75,165,449.1,0,609,1058.1
1679,2261,11/28/2016 3:27,70,29,35,134,349.3,217.21,284.2,850.71
1680,2261,12/27/2016 9:44,68,82,0,150,339.32,614.18,0,953.5
1681,2271,3/14/2015 20:57,292,31,0,323,1457.08,232.19,0,1689.27
1682,2271,4/12/2015 16:31,318,20,28,366,1586.82,149.8,227.36,1963.98
1683,2271,5/11/2015 10:36,445,19,28,492,2220.55,142.31,227.36,2590.22
1684,2271,6/9/2015 8:27,14,66,29,109,69.86,494.34,235.48,799.68
1685,2271,7/8/2015 18:06,287,42,23,352,1432.13,314.58,186.76,1933.47
1686,2271,8/6/2015 16:01,299,33,17,349,1492.01,247.17,138.04,1877.22
1687,2271,9/5/2015 10:10,297,27,8,332,1482.03,202.23,64.96,1749.22
1688,2271,10/5/2015 11:58,303,34,20,357,1511.97,254.66,162.4,1929.03
1689,2271,11/4/2015 0:05,289,38,21,348,1442.11,284.62,170.52,1897.25
1690,2271,12/3/2015 7:17,322,35,0,357,1606.78,262.15,0,1868.93
1691,2271,1/2/2016 20:01,297,27,0,324,1482.03,202.23,0,1684.26
1692,2271,2/1/2016 19:18,177,13,10,200,883.23,97.37,81.2,1061.8
1693,2271,3/1/2016 13:56,270,20,26,316,1347.3,149.8,211.12,1708.22
1694,2271,3/30/2016 17:05,306,0,0,306,1526.94,0,0,1526.94
1695,2271,4/29/2016 3:27,293,36,45,374,1462.07,269.64,365.4,2097.11
1696,2271,5/28/2016 17:35,309,31,37,377,1541.91,232.19,300.44,2074.54
1697,2271,6/27/2016 6:56,293,20,40,353,1462.07,149.8,324.8,1936.67
1698,2271,8/25/2016 6:15,324,16,0,340,1616.76,119.84,0,1736.6
1699,2271,9/24/2016 23:52,303,29,0,332,1511.97,217.21,0,1729.18
1700,2271,10/23/2016 14:38,297,18,15,330,1482.03,134.82,121.8,1738.65
1701,2271,11/21/2016 2:12,335,51,5,391,1671.65,381.99,40.6,2094.24
1702,2271,12/21/2016 22:27,284,37,32,353,1417.16,277.13,259.84,1954.13
1703,2281,5/22/2016 18:58,535,1,19,555,2669.65,7.49,154.28,2831.42
1704,2281,6/21/2016 13:15,522,5,15,542,2604.78,37.45,121.8,2764.03
1705,2281,7/21/2016 9:22,545,31,15,591,2719.55,232.19,121.8,3073.54
1706,2281,9/19/2016 18:31,509,8,152,669,2539.91,59.92,1234.24,3834.07
1707,2281,10/18/2016 11:37,553,4,0,557,2759.47,29.96,0,2789.43
1708,2281,11/17/2016 10:13,513,119,10,642,2559.87,891.31,81.2,3532.38
1709,2281,12/17/2016 13:58,498,9,172,679,2485.02,67.41,1396.64,3949.07
1710,2291,2/2/2016 15:42,96,0,52,148,479.04,0,422.24,901.28
1711,2291,3/3/2016 4:14,94,102,22,218,469.06,763.98,178.64,1411.68
1712,2291,4/2/2016 17:06,97,0,46,143,484.03,0,373.52,857.55
1713,2291,5/2/2016 20:11,0,7,18,25,0,52.43,146.16,198.59
1714,2291,5/31/2016 9:42,107,35,25,167,533.93,262.15,203,999.08
1715,2291,6/30/2016 4:29,94,19,82,195,469.06,142.31,665.84,1277.21
1716,2291,7/29/2016 11:01,44,19,0,63,219.56,142.31,0,361.87
1717,2291,8/27/2016 23:20,102,29,791,922,508.98,217.21,6422.92,7149.11
1718,2291,9/26/2016 19:21,80,21,24,125,399.2,157.29,194.88,751.37
1719,2291,10/25/2016 12:30,0,22,44,66,0,164.78,357.28,522.06
1720,2291,11/23/2016 23:24,106,53,39,198,528.94,396.97,316.68,1242.59
1721,2291,12/22/2016 9:10,50,37,0,87,249.5,277.13,0,526.63
1722,2301,4/20/2015 21:03,99,49,60,208,494.01,367.01,487.2,1348.22
1723,2301,5/20/2015 11:12,103,26,31,160,513.97,194.74,251.72,960.43
1724,2301,6/19/2015 10:32,112,197,28,337,558.88,1475.53,227.36,2261.77
1725,2301,7/18/2015 18:59,110,0,0,110,548.9,0,0,548.9
1726,2311,8/10/2016 23:32,417,0,0,417,2080.83,0,0,2080.83
1727,2311,9/9/2016 9:30,501,16,1,518,2499.99,119.84,8.12,2627.95
1728,2311,10/8/2016 5:18,499,125,0,624,2490.01,936.25,0,3426.26
1729,2311,11/7/2016 19:01,480,12,26,518,2395.2,89.88,211.12,2696.2
1730,2311,12/7/2016 10:51,502,21,0,523,2504.98,157.29,0,2662.27
1731,2321,12/21/2016 3:00,321,36,8,365,1601.79,269.64,64.96,1936.39
1732,2331,12/11/2013 7:45,142,83,6,231,708.58,621.67,48.72,1378.97
1733,2331,1/9/2014 3:49,143,0,22,165,713.57,0,178.64,892.21
1734,2331,2/8/2014 12:46,2708,11,17,2736,13512.92,82.39,138.04,13733.35
1735,2331,3/10/2014 12:57,151,0,18,169,753.49,0,146.16,899.65
1736,2331,4/9/2014 13:14,151,20,59,230,753.49,149.8,479.08,1382.37
1737,2331,6/6/2014 2:45,136,12,0,148,678.64,89.88,0,768.52
1738,2331,7/6/2014 9:27,196,14,136,346,978.04,104.86,1104.32,2187.22
1739,2331,8/4/2014 16:20,156,5,0,161,778.44,37.45,0,815.89
1740,2331,9/2/2014 4:23,224,0,17,241,1117.76,0,138.04,1255.8
1741,2341,12/17/2014 10:22,518,16,0,534,2584.82,119.84,0,2704.66
1742,2341,1/16/2015 8:39,566,4,0,570,2824.34,29.96,0,2854.3
1743,2341,2/14/2015 6:23,519,0,3,522,2589.81,0,24.36,2614.17
1744,2341,3/15/2015 19:03,488,23,9,520,2435.12,172.27,73.08,2680.47
1745,2341,4/13/2015 20:00,498,11,19,528,2485.02,82.39,154.28,2721.69
1746,2341,5/12/2015 19:09,594,6,17,617,2964.06,44.94,138.04,3147.04
1747,2341,6/10/2015 9:51,535,0,2001,2536,2669.65,0,16248.12,18917.77
1748,2341,7/9/2015 10:38,729,10,45,784,3637.71,74.9,365.4,4078.01
1749,2341,8/7/2015 16:50,491,0,16,507,2450.09,0,129.92,2580.01
1750,2341,9/6/2015 19:29,490,22,3,515,2445.1,164.78,24.36,2634.24
1751,2341,10/6/2015 5:50,499,17,17,533,2490.01,127.33,138.04,2755.38
1752,2341,11/5/2015 4:03,463,0,0,463,2310.37,0,0,2310.37
1753,2341,12/5/2015 5:02,517,9,51,577,2579.83,67.41,414.12,3061.36
1754,2341,1/4/2016 17:41,497,15,0,512,2480.03,112.35,0,2592.38
1755,2341,2/2/2016 9:39,490,0,0,490,2445.1,0,0,2445.1
1756,2341,3/2/2016 11:17,503,6,113,622,2509.97,44.94,917.56,3472.47
1757,2341,4/1/2016 4:39,500,0,21,521,2495,0,170.52,2665.52
1758,2341,5/1/2016 11:56,466,0,0,466,2325.34,0,0,2325.34
1759,2341,5/31/2016 9:06,496,0,1,497,2475.04,0,8.12,2483.16
1760,2341,6/30/2016 19:05,498,0,0,498,2485.02,0,0,2485.02
1761,2341,7/30/2016 16:10,564,425,14,1003,2814.36,3183.25,113.68,6111.29
1762,2341,8/28/2016 23:33,442,29,22,493,2205.58,217.21,178.64,2601.43
1763,2341,9/26/2016 8:54,512,9,0,521,2554.88,67.41,0,2622.29
1764,2341,10/25/2016 9:56,471,11,7,489,2350.29,82.39,56.84,2489.52
1765,2341,11/24/2016 7:22,485,0,27,512,2420.15,0,219.24,2639.39
1766,2341,12/23/2016 9:43,488,61,0,549,2435.12,456.89,0,2892.01
1767,2351,12/16/2013 6:16,491,1,8,500,2450.09,7.49,64.96,2522.54
1768,2351,1/15/2014 3:51,499,4,1,504,2490.01,29.96,8.12,2528.09
1769,2351,2/13/2014 21:09,280,5,18,303,1397.2,37.45,146.16,1580.81
1770,2351,3/15/2014 17:05,490,16,0,506,2445.1,119.84,0,2564.94
1771,2351,4/13/2014 13:58,487,13,18,518,2430.13,97.37,146.16,2673.66
1772,2351,5/12/2014 15:16,489,10,48,547,2440.11,74.9,389.76,2904.77
1773,2351,6/11/2014 3:28,523,16,865,1404,2609.77,119.84,7023.8,9753.41
1774,2351,7/10/2014 13:51,499,13,17,529,2490.01,97.37,138.04,2725.42
1775,2351,8/8/2014 18:04,559,13,14,586,2789.41,97.37,113.68,3000.46
1776,2351,9/6/2014 12:49,471,11,133,615,2350.29,82.39,1079.96,3512.64
1777,2351,10/5/2014 5:01,538,11,200,749,2684.62,82.39,1624,4391.01
1778,2351,11/4/2014 11:08,544,27,159,730,2714.56,202.23,1291.08,4207.87
1779,2351,12/4/2014 7:06,507,25,14,546,2529.93,187.25,113.68,2830.86
1780,2351,1/3/2015 22:31,725,0,11,736,3617.75,0,89.32,3707.07
1781,2351,2/1/2015 22:07,430,2,66,498,2145.7,14.98,535.92,2696.6
1782,2351,3/2/2015 0:27,506,17,2,525,2524.94,127.33,16.24,2668.51
1783,2351,4/1/2015 8:19,498,20,3,521,2485.02,149.8,24.36,2659.18
1784,2351,5/1/2015 13:52,443,0,0,443,2210.57,0,0,2210.57
1785,2351,5/31/2015 20:14,498,18,7,523,2485.02,134.82,56.84,2676.68
1786,2351,6/30/2015 3:56,516,30,41,587,2574.84,224.7,332.92,3132.46
1787,2351,7/29/2015 1:23,504,135,3,642,2514.96,1011.15,24.36,3550.47
1788,2351,8/27/2015 12:47,495,5,12,512,2470.05,37.45,97.44,2604.94
1789,2351,9/26/2015 20:41,497,17,0,514,2480.03,127.33,0,2607.36
1790,2351,10/26/2015 10:23,545,17,17,579,2719.55,127.33,138.04,2984.92
1791,2351,11/25/2015 16:57,538,8,64,610,2684.62,59.92,519.68,3264.22
1792,2351,12/25/2015 22:49,489,54,19,562,2440.11,404.46,154.28,2998.85
1793,2351,1/24/2016 2:41,433,15,41,489,2160.67,112.35,332.92,2605.94
1794,2351,2/22/2016 10:32,504,7,12,523,2514.96,52.43,97.44,2664.83
1795,2351,3/23/2016 4:19,476,16,8,500,2375.24,119.84,64.96,2560.04
1796,2351,4/21/2016 3:59,499,26,16,541,2490.01,194.74,129.92,2814.67
1797,2351,5/21/2016 23:49,555,0,6,561,2769.45,0,48.72,2818.17
1798,2351,6/20/2016 10:44,492,49,64,605,2455.08,367.01,519.68,3341.77
1799,2351,7/20/2016 3:28,503,23,0,526,2509.97,172.27,0,2682.24
1800,2351,8/18/2016 2:45,499,11,0,510,2490.01,82.39,0,2572.4
1801,2351,9/16/2016 5:29,402,1,10,413,2005.98,7.49,81.2,2094.67
1802,2351,10/16/2016 8:28,486,6,35,527,2425.14,44.94,284.2,2754.28
1803,2351,12/15/2016 0:16,525,115,30,670,2619.75,861.35,243.6,3724.7
1804,2361,5/19/2015 11:09,497,3,14,514,2480.03,22.47,113.68,2616.18
1805,2361,6/17/2015 21:02,505,11,0,516,2519.95,82.39,0,2602.34
1806,2361,7/16/2015 7:37,493,0,9,502,2460.07,0,73.08,2533.15
1807,2361,8/14/2015 15:28,493,18,122,633,2460.07,134.82,990.64,3585.53
1808,2361,9/12/2015 18:26,503,0,0,503,2509.97,0,0,2509.97
1809,2361,10/11/2015 19:09,632,18,9,659,3153.68,134.82,73.08,3361.58
1810,2361,11/9/2015 4:49,508,0,37,545,2534.92,0,300.44,2835.36
1811,2361,12/9/2015 6:24,522,0,11,533,2604.78,0,89.32,2694.1
1812,2361,1/7/2016 22:28,458,4,0,462,2285.42,29.96,0,2315.38
1813,2361,2/6/2016 3:38,532,1,13,546,2654.68,7.49,105.56,2767.73
1814,2361,3/6/2016 10:40,467,4,0,471,2330.33,29.96,0,2360.29
1815,2361,4/5/2016 1:41,504,0,0,504,2514.96,0,0,2514.96
1816,2361,5/5/2016 14:46,502,16,29,547,2504.98,119.84,235.48,2860.3
1817,2361,6/4/2016 1:15,541,12,17,570,2699.59,89.88,138.04,2927.51
1818,2361,7/4/2016 22:23,476,0,215,691,2375.24,0,1745.8,4121.04
1819,2361,8/2/2016 20:14,516,3,19,538,2574.84,22.47,154.28,2751.59
1820,2361,9/1/2016 11:52,607,14,9,630,3028.93,104.86,73.08,3206.87
1821,2361,10/1/2016 1:48,504,16,15,535,2514.96,119.84,121.8,2756.6
1822,2361,10/30/2016 23:09,486,11,15,512,2425.14,82.39,121.8,2629.33
1823,2361,11/29/2016 7:19,542,32,13,587,2704.58,239.68,105.56,3049.82
1824,2361,12/29/2016 7:18,497,515,0,1012,2480.03,3857.35,0,6337.38
1825,2371,12/27/2013 22:08,92,0,48,140,459.08,0,389.76,848.84
1826,2371,1/25/2014 15:02,140,56,28,224,698.6,419.44,227.36,1345.4
1827,2371,2/24/2014 18:05,131,13,20,164,653.69,97.37,162.4,913.46
1828,2371,3/26/2014 10:49,105,22,24,151,523.95,164.78,194.88,883.61
1829,2371,4/25/2014 4:19,120,40,16,176,598.8,299.6,129.92,1028.32
1830,2371,5/25/2014 12:56,152,0,31,183,758.48,0,251.72,1010.2
1831,2371,6/24/2014 2:03,101,57,30,188,503.99,426.93,243.6,1174.52
1832,2371,7/23/2014 19:03,17,36,29,82,84.83,269.64,235.48,589.95
1833,2371,8/21/2014 20:54,28,25,25,78,139.72,187.25,203,529.97
1834,2371,9/20/2014 21:03,98,29,35,162,489.02,217.21,284.2,990.43
1835,2371,10/20/2014 17:49,95,43,44,182,474.05,322.07,357.28,1153.4
1836,2371,11/19/2014 21:57,91,29,35,155,454.09,217.21,284.2,955.5
1837,2371,12/19/2014 16:10,90,0,0,90,449.1,0,0,449.1
1838,2371,1/18/2015 3:07,65,31,3,99,324.35,232.19,24.36,580.9
1839,2371,2/17/2015 23:41,105,24,57,186,523.95,179.76,462.84,1166.55
1840,2371,3/18/2015 19:17,102,49,0,151,508.98,367.01,0,875.99
1841,2371,4/17/2015 4:08,129,31,23,183,643.71,232.19,186.76,1062.66
1842,2371,5/16/2015 3:29,91,36,50,177,454.09,269.64,406,1129.73
1843,2371,6/14/2015 4:26,99,34,33,166,494.01,254.66,267.96,1016.63
1844,2371,7/14/2015 16:46,110,97,4,211,548.9,726.53,32.48,1307.91
1845,2381,12/14/2013 10:37,1051,37,101,1189,5244.49,277.13,820.12,6341.74
1846,2381,1/12/2014 2:24,500,29,10,539,2495,217.21,81.2,2793.41
1847,2381,2/10/2014 3:40,500,0,33,533,2495,0,267.96,2762.96
1848,2381,3/12/2014 11:16,493,0,0,493,2460.07,0,0,2460.07
1849,2381,4/11/2014 4:40,509,18,0,527,2539.91,134.82,0,2674.73
1850,2381,5/11/2014 14:01,815,9,12,836,4066.85,67.41,97.44,4231.7
1851,2381,6/9/2014 21:28,491,0,0,491,2450.09,0,0,2450.09
1852,2381,7/9/2014 16:10,484,0,0,484,2415.16,0,0,2415.16
1853,2381,8/8/2014 9:30,551,8,281,840,2749.49,59.92,2281.72,5091.13
1854,2381,9/7/2014 22:52,493,18,4,515,2460.07,134.82,32.48,2627.37
1855,2381,10/6/2014 22:10,463,0,0,463,2310.37,0,0,2310.37
1856,2381,11/5/2014 4:14,382,8,0,390,1906.18,59.92,0,1966.1
1857,2381,12/4/2014 18:48,497,22,17,536,2480.03,164.78,138.04,2782.85
1858,2381,1/2/2015 15:07,498,0,0,498,2485.02,0,0,2485.02
1859,2391,8/10/2016 16:21,88,35,17,140,439.12,262.15,138.04,839.31
1860,2391,9/9/2016 3:19,113,16,21,150,563.87,119.84,170.52,854.23
1861,2391,10/8/2016 17:31,96,29,33,158,479.04,217.21,267.96,964.21
1862,2391,11/7/2016 13:46,108,21,17,146,538.92,157.29,138.04,834.25
1863,2391,12/6/2016 10:05,128,22,63,213,638.72,164.78,511.56,1315.06
1864,2401,7/31/2016 5:21,117,35,20,172,583.83,262.15,162.4,1008.38
1865,2411,12/16/2013 2:27,506,4,40,550,2524.94,29.96,324.8,2879.7
1866,2411,1/14/2014 18:17,493,20,15,528,2460.07,149.8,121.8,2731.67
1867,2411,2/12/2014 0:27,507,0,0,507,2529.93,0,0,2529.93
1868,2411,3/13/2014 22:11,521,15,7,543,2599.79,112.35,56.84,2768.98
1869,2411,4/12/2014 2:28,502,17,22,541,2504.98,127.33,178.64,2810.95
1870,2411,5/12/2014 11:55,486,10,0,496,2425.14,74.9,0,2500.04
1871,2411,6/10/2014 0:32,486,9,13,508,2425.14,67.41,105.56,2598.11
1872,2411,7/10/2014 0:47,500,0,12,512,2495,0,97.44,2592.44
1873,2411,8/9/2014 8:02,502,15,12,529,2504.98,112.35,97.44,2714.77
1874,2411,9/8/2014 4:13,496,11,15,522,2475.04,82.39,121.8,2679.23
1875,2411,10/7/2014 2:39,508,17,157,682,2534.92,127.33,1274.84,3937.09
1876,2411,11/5/2014 12:40,498,0,2,500,2485.02,0,16.24,2501.26
