"Northeast                                         ","Walmart                                           ",$5.76
"Midwest                                           ","Hartford Financial Services Group                 ",$5.01
"Midwest                                           ","Hartford Financial Services Group                 ",$5.13
"Midwest                                           ","Hartford Financial Services Group                 ",$5.22
"Midwest                                           ","Hartford Financial Services Group                 ",$5.11
"Midwest                                           ","Hartford Financial Services Group                 ",$5.14
"Midwest                                           ","Hartford Financial Services Group                 ",$5.10
"Midwest                                           ","Hartford Financial Services Group                 ",$5.23
"Midwest                                           ","Kraft Heinz                                       ",$5.16
"Midwest                                           ","Kraft Heinz                                       ",$5.03
"Midwest                                           ","Kraft Heinz                                       ",$5.07
"Midwest                                           ","Kraft Heinz                                       ",$5.44
"Midwest                                           ","Kraft Heinz                                       ",$5.14
"Midwest                                           ","Kraft Heinz                                       ",$5.58
"Midwest                                           ","Kraft Heinz                                       ",$4.99
"Midwest                                           ","Lear                                              ",$5.06
"Midwest                                           ","Lear                                              ",$5.34
"Midwest                                           ","Lear                                              ",$5.75
"Midwest                                           ","Lear                                              ",$6.55
"Midwest                                           ","Lear                                              ",$5.16
"Midwest                                           ","Lear                                              ",$4.99
"Midwest                                           ","Lear                                              ",$4.99
"Midwest                                           ","Lear                                              ",$5.27
"Midwest                                           ","Lear                                              ",$5.19
"Midwest                                           ","Lear                                              ",$5.23
"Midwest                                           ","Lear                                              ",$5.20
"Midwest                                           ","Lear                                              ",$5.16
"Southeast                                         ","Fluor                                             ",$5.17
"Southeast                                         ","Fluor                                             ",$5.66
"Southeast                                         ","Fluor                                             ",$5.38
"Southeast                                         ","Fluor                                             ",$5.37
"Southeast                                         ","Fluor                                             ",$5.16
"Southeast                                         ","Fluor                                             ",$5.32
"Southeast                                         ","Fluor                                             ",$5.32
"Southeast                                         ","Fluor                                             ",$5.41
"Southeast                                         ","Fluor                                             ",$5.72
"Southeast                                         ","Fluor                                             ",$6.30
"Southeast                                         ","Fluor                                             ",$5.46
"Southeast                                         ","Fluor                                             ",$5.44
"Southeast                                         ","Fluor                                             ",$5.84
"Southeast                                         ","Fluor                                             ",$5.44
"Southeast                                         ","Fluor                                             ",$5.29
"Southeast                                         ","Fluor                                             ",$5.45
"Southeast                                         ","Fluor                                             ",$5.19
"Southeast                                         ","Fluor                                             ",$5.38
"Southeast                                         ","Fluor                                             ",$5.39
"Southeast                                         ","Fluor                                             ",$5.37
"Southeast                                         ","Fluor                                             ",$5.23
"Southeast                                         ","Fluor                                             ",$5.90
"Southeast                                         ","Fluor                                             ",$5.59
"Southeast                                         ","Fluor                                             ",$5.22
"Southeast                                         ","Fluor                                             ",$5.39
"Southeast                                         ","Fluor                                             ",$5.41
"Southeast                                         ","Fluor                                             ",$5.41
"Southeast                                         ","Fluor                                             ",$5.23
"Southeast                                         ","Fluor                                             ",$5.37
"Southeast                                         ","Fluor                                             ",$5.95
"Southeast                                         ","Fluor                                             ",$5.79
"Southeast                                         ","Fluor                                             ",$5.51
"Southeast                                         ","Fluor                                             ",$5.12
"Southeast                                         ","Fluor                                             ",$5.77
"Southeast                                         ","Fluor                                             ",$5.24
"Southeast                                         ","Fluor                                             ",$5.32
"Southeast                                         ","Fluor                                             ",$5.37
"Southeast                                         ","AECOM                                             ",$5.13
"Southeast                                         ","AECOM                                             ",$5.24
"Southeast                                         ","AECOM                                             ",$5.10
"Southeast                                         ","AECOM                                             ",$5.18
"Southeast                                         ","AECOM                                             ",$5.11
"Southeast                                         ","AECOM                                             ",$5.08
"Southeast                                         ","AECOM                                             ",$5.18
"Southeast                                         ","Facebook                                          ",$5.10
"Southeast                                         ","Facebook                                          ",$6.02
"Southeast                                         ","Jabil Circuit                                     ",$5.39
"Southeast                                         ","Jabil Circuit                                     ",$5.17
"Southeast                                         ","Jabil Circuit                                     ",$5.15
"Southeast                                         ","Jabil Circuit                                     ",$5.60
"Southeast                                         ","Jabil Circuit                                     ",$5.36
"Southeast                                         ","Jabil Circuit                                     ",$5.44
"Southeast                                         ","Jabil Circuit                                     ",$5.54
"Southeast                                         ","Jabil Circuit                                     ",$5.27
"Southeast                                         ","Jabil Circuit                                     ",$5.26
"Southeast                                         ","Jabil Circuit                                     ",$5.07
"Southeast                                         ","Jabil Circuit                                     ",$5.34
"Southeast                                         ","Jabil Circuit                                     ",$5.43
"Southeast                                         ","CenturyLink                                       ",$5.99
"Southeast                                         ","CenturyLink                                       ",$5.79
"Southeast                                         ","CenturyLink                                       ",$6.19
"Southeast                                         ","Supervalu                                         ",$5.40
"Southeast                                         ","Supervalu                                         ",$5.44
"Southeast                                         ","Supervalu                                         ",$5.23
"Southeast                                         ","Supervalu                                         ",$5.65
"Southeast                                         ","Supervalu                                         ",$5.35
"Southeast                                         ","Supervalu                                         ",$5.29
"Southeast                                         ","Supervalu                                         ",$5.30
"Southeast                                         ","Supervalu                                         ",$5.43
"Southeast                                         ","Supervalu                                         ",$5.75
"Southeast                                         ","Supervalu                                         ",$5.54
"Southeast                                         ","Supervalu                                         ",$5.64
"Southeast                                         ","Supervalu                                         ",$5.43
"Southeast                                         ","Supervalu                                         ",$5.48
"Southeast                                         ","Supervalu                                         ",$5.46
"Southeast                                         ","Supervalu                                         ",$5.24
"Southeast                                         ","Supervalu                                         ",$5.14
"Southeast                                         ","Supervalu                                         ",$5.15
"Southeast                                         ","Supervalu                                         ",$5.41
"Southeast                                         ","Supervalu                                         ",$5.57
"Southeast                                         ","Supervalu                                         ",$5.09
"Southeast                                         ","Supervalu                                         ",$5.52
"Southeast                                         ","Supervalu                                         ",$5.44
"Southeast                                         ","Supervalu                                         ",$5.23
"Southeast                                         ","Supervalu                                         ",$5.40
"Southeast                                         ","Supervalu                                         ",$5.49
"Southeast                                         ","Supervalu                                         ",$7.90
"Southeast                                         ","Supervalu                                         ",$5.41
"Southeast                                         ","Supervalu                                         ",$5.46
"Southeast                                         ","Supervalu                                         ",$5.51
"Southeast                                         ","Supervalu                                         ",$4.99
"Southeast                                         ","Supervalu                                         ",$5.33
"Southeast                                         ","Supervalu                                         ",$5.50
"Southeast                                         ","Supervalu                                         ",$4.99
"Southeast                                         ","Supervalu                                         ",$5.27
"Southeast                                         ","Supervalu                                         ",$5.28
"Southeast                                         ","Supervalu                                         ",$5.16
"Southeast                                         ","Supervalu                                         ",$5.14
"Southeast                                         ","Supervalu                                         ",$5.35
"Southeast                                         ","General Mills                                     ",$5.12
"Southeast                                         ","General Mills                                     ",$5.09
"Southeast                                         ","General Mills                                     ",$5.41
"Southeast                                         ","General Mills                                     ",$5.09
"Southeast                                         ","General Mills                                     ",$5.08
"Southeast                                         ","General Mills                                     ",$5.20
"Southeast                                         ","General Mills                                     ",$4.99
"Southeast                                         ","General Mills                                     ",$5.16
"Southeast                                         ","General Mills                                     ",$5.72
"Southeast                                         ","General Mills                                     ",$5.02
"Southeast                                         ","General Mills                                     ",$5.02
"Southeast                                         ","Southern                                          ",$5.13
"Southeast                                         ","Southern                                          ",$5.39
"Southeast                                         ","Southern                                          ",$4.99
"Southeast                                         ","Southern                                          ",$5.07
"Southeast                                         ","Southern                                          ",$5.10
"Southeast                                         ","Southern                                          ",$5.27
"Southeast                                         ","Southern                                          ",$5.14
"Southeast                                         ","Southern                                          ",$5.13
"Southeast                                         ","Southern                                          ",$5.08
"Southeast                                         ","Southern                                          ",$5.06
"Southeast                                         ","Southern                                          ",$5.14
"Southeast                                         ","Southern                                          ",$5.11
"Southeast                                         ","Southern                                          ",$5.15
"Southeast                                         ","Southern                                          ",$5.02
"Southeast                                         ","NextEra Energy                                    ",$5.12
"Southeast                                         ","NextEra Energy                                    ",$5.08
"Southeast                                         ","NextEra Energy                                    ",$5.22
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.08
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.75
"Southeast                                         ","Thermo Fisher Scientific                          ",$6.50
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.00
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.06
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.13
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.04
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.19
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.17
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.05
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.06
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.51
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.51
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.05
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.39
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.16
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.15
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.84
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.14
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.18
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.03
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.23
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.16
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.15
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.11
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.02
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.16
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.57
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.23
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.28
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.39
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.12
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.69
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.12
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.10
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.06
"Southeast                                         ","Thermo Fisher Scientific                          ",$5.01
"Southeast                                         ","American Electric Power                           ",$5.09
"Southeast                                         ","American Electric Power                           ",$5.14
"Southeast                                         ","American Electric Power                           ",$5.06
"Southeast                                         ","American Electric Power                           ",$4.99
"Southeast                                         ","American Electric Power                           ",$5.23
"Southeast                                         ","American Electric Power                           ",$5.14
"Southeast                                         ","American Electric Power                           ",$5.05
"Southeast                                         ","American Electric Power                           ",$5.43
"Southeast                                         ","American Electric Power                           ",$5.06
"Southeast                                         ","American Electric Power                           ",$5.06
"Southeast                                         ","PG&E Corp.                                        ",$5.73
"Southeast                                         ","PG&E Corp.                                        ",$5.85
"Southeast                                         ","PG&E Corp.                                        ",$5.86
"Southeast                                         ","PG&E Corp.                                        ",$6.06
"Southeast                                         ","PG&E Corp.                                        ",$6.11
"Southeast                                         ","PG&E Corp.                                        ",$6.07
"Southeast                                         ","PG&E Corp.                                        ",$6.91
"Southeast                                         ","PG&E Corp.                                        ",$6.12
"Southeast                                         ","NGL Energy Partners                               ",$5.62
"Southeast                                         ","NGL Energy Partners                               ",$5.93
"Southeast                                         ","NGL Energy Partners                               ",$5.63
"Southeast                                         ","NGL Energy Partners                               ",$6.17
"Southeast                                         ","NGL Energy Partners                               ",$6.25
"Southeast                                         ","NGL Energy Partners                               ",$5.90
"Southeast                                         ","NGL Energy Partners                               ",$6.27
"Southeast                                         ","NGL Energy Partners                               ",$6.45
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.33
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.08
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.90
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.76
"Southeast                                         ","Bristol-Myers Squibb                              ",$7.40
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.34
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.80
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.09
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.71
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.62
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.85
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.36
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.83
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.48
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.78
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.20
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.10
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.92
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.97
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.23
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.67
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.01
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.82
"Southeast                                         ","Bristol-Myers Squibb                              ",$6.05
"Southeast                                         ","Bristol-Myers Squibb                              ",$5.83
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.24
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.33
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.42
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.38
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.23
"Southeast                                         ","Goodyear Tire & Rubber                            ",$7.28
"Southeast                                         ","Goodyear Tire & Rubber                            ",$6.00
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.43
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.47
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.42
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.73
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.37
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.11
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.38
"Southeast                                         ","Goodyear Tire & Rubber                            ",$6.58
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.42
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.41
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.39
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.53
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.53
"Southeast                                         ","Goodyear Tire & Rubber                            ",$5.20
"Southeast                                         ","Nucor                                             ",$5.05
"Southeast                                         ","Nucor                                             ",$5.29
"Southeast                                         ","Nucor                                             ",$5.09
"Southeast                                         ","Nucor                                             ",$5.08
"Southeast                                         ","Nucor                                             ",$5.20
"Southeast                                         ","Nucor                                             ",$5.14
"Southeast                                         ","Nucor                                             ",$5.10
"Southeast                                         ","Nucor                                             ",$5.22
"Southeast                                         ","Nucor                                             ",$5.14
"Southeast                                         ","Nucor                                             ",$5.21
"Southeast                                         ","Nucor                                             ",$5.18
"Southeast                                         ","Nucor                                             ",$5.03
"Southeast                                         ","Nucor                                             ",$5.17
"Southeast                                         ","Nucor                                             ",$5.06
"Southeast                                         ","Nucor                                             ",$5.39
"Southeast                                         ","Nucor                                             ",$5.49
"Southeast                                         ","Nucor                                             ",$5.15
"Southeast                                         ","Nucor                                             ",$4.99
"Southeast                                         ","PNC Financial Services Group                      ",$5.16
"Southeast                                         ","PNC Financial Services Group                      ",$5.72
"Southeast                                         ","PNC Financial Services Group                      ",$6.40
"Southeast                                         ","PNC Financial Services Group                      ",$5.38
"Southeast                                         ","PNC Financial Services Group                      ",$7.90
"Southeast                                         ","PNC Financial Services Group                      ",$5.25
"Southeast                                         ","PNC Financial Services Group                      ",$5.23
"Southeast                                         ","PNC Financial Services Group                      ",$5.41
"Southeast                                         ","PNC Financial Services Group                      ",$5.61
"Southeast                                         ","PNC Financial Services Group                      ",$6.19
"Southeast                                         ","PNC Financial Services Group                      ",$5.31
"Southeast                                         ","PNC Financial Services Group                      ",$5.48
"Southeast                                         ","PNC Financial Services Group                      ",$5.31
"Southeast                                         ","PNC Financial Services Group                      ",$5.58
"Southeast                                         ","Health Net                                        ",$5.08
"Southeast                                         ","Health Net                                        ",$5.38
"Southeast                                         ","Health Net                                        ",$5.09
"Southeast                                         ","Health Net                                        ",$5.93
"Southeast                                         ","Health Net                                        ",$5.09
"Southeast                                         ","Health Net                                        ",$5.06
"Southeast                                         ","Health Net                                        ",$5.10
"Southeast                                         ","Health Net                                        ",$5.11
"Southeast                                         ","Health Net                                        ",$5.04
"Southeast                                         ","Micron Technology                                 ",$5.53
"Southeast                                         ","Colgate-Palmolive                                 ",$5.09
"Southeast                                         ","Colgate-Palmolive                                 ",$5.06
"Southeast                                         ","Colgate-Palmolive                                 ",$5.12
"Southeast                                         ","Colgate-Palmolive                                 ",$5.06
"Southeast                                         ","Colgate-Palmolive                                 ",$5.10
"Southeast                                         ","Colgate-Palmolive                                 ",$5.04
"Southeast                                         ","Colgate-Palmolive                                 ",$5.01
"Southeast                                         ","Colgate-Palmolive                                 ",$5.05
"Southeast                                         ","Colgate-Palmolive                                 ",$5.27
"Southeast                                         ","Colgate-Palmolive                                 ",$5.06
"Southeast                                         ","Colgate-Palmolive                                 ",$5.18
"Southeast                                         ","Colgate-Palmolive                                 ",$5.07
"Southeast                                         ","Colgate-Palmolive                                 ",$5.10
"Southeast                                         ","Colgate-Palmolive                                 ",$5.05
"Southeast                                         ","Colgate-Palmolive                                 ",$5.02
"Southeast                                         ","Colgate-Palmolive                                 ",$5.64
"Southeast                                         ","Colgate-Palmolive                                 ",$5.13
"Southeast                                         ","Colgate-Palmolive                                 ",$5.13
"Southeast                                         ","Colgate-Palmolive                                 ",$5.10
"Southeast                                         ","Colgate-Palmolive                                 ",$5.04
"Southeast                                         ","Colgate-Palmolive                                 ",$5.11
"Southeast                                         ","Colgate-Palmolive                                 ",$4.99
"Southeast                                         ","Colgate-Palmolive                                 ",$5.30
"Southeast                                         ","Colgate-Palmolive                                 ",$5.38
"Southeast                                         ","Colgate-Palmolive                                 ",$5.04
"Southeast                                         ","Colgate-Palmolive                                 ",$5.07
"Southeast                                         ","Colgate-Palmolive                                 ",$5.25
"Southeast                                         ","Colgate-Palmolive                                 ",$5.24
"Southeast                                         ","Colgate-Palmolive                                 ",$5.20
"Southeast                                         ","Colgate-Palmolive                                 ",$5.12
"Southeast                                         ","Colgate-Palmolive                                 ",$4.99
"Southeast                                         ","Colgate-Palmolive                                 ",$5.24
"Southeast                                         ","Colgate-Palmolive                                 ",$5.19
"Southeast                                         ","Colgate-Palmolive                                 ",$5.13
"Southeast                                         ","Colgate-Palmolive                                 ",$5.23
"Southeast                                         ","Colgate-Palmolive                                 ",$5.42
"Southeast                                         ","Colgate-Palmolive                                 ",$5.09
"Southeast                                         ","Colgate-Palmolive                                 ",$5.30
"Southeast                                         ","Colgate-Palmolive                                 ",$5.07
"Southeast                                         ","Freeport-McMoRan                                  ",$5.49
"Southeast                                         ","Freeport-McMoRan                                  ",$5.29
"Southeast                                         ","Freeport-McMoRan                                  ",$5.30
"Southeast                                         ","Freeport-McMoRan                                  ",$5.48
"Southeast                                         ","Freeport-McMoRan                                  ",$5.29
"Southeast                                         ","Freeport-McMoRan                                  ",$5.35
"Southeast                                         ","ConAgra Foods                                     ",$5.56
"Southeast                                         ","ConAgra Foods                                     ",$5.38
"Southeast                                         ","ConAgra Foods                                     ",$5.33
"Southeast                                         ","Gap                                               ",$5.29
"Southeast                                         ","Gap                                               ",$5.53
"Southeast                                         ","Baker Hughes                                      ",$5.98
"Southeast                                         ","Baker Hughes                                      ",$5.69
"Southeast                                         ","Baker Hughes                                      ",$5.97
"Southeast                                         ","Baker Hughes                                      ",$6.06
"Southeast                                         ","Bank of New York Mellon Corp.                     ",$5.26
"Southeast                                         ","Dollar Tree                                       ",$5.76
"Southeast                                         ","Dollar Tree                                       ",$5.90
"Southeast                                         ","Whole Foods Market                                ",$5.11
"Southeast                                         ","Whole Foods Market                                ",$4.99
"Southeast                                         ","Whole Foods Market                                ",$5.23
"Southeast                                         ","Whole Foods Market                                ",$5.10
"Southeast                                         ","Whole Foods Market                                ",$4.99
"Southeast                                         ","PPG Industries                                    ",$5.19
"Southeast                                         ","PPG Industries                                    ",$5.08
"Southeast                                         ","PPG Industries                                    ",$5.44
"Southeast                                         ","Genuine Parts                                     ",$6.74
"Southeast                                         ","Genuine Parts                                     ",$6.19
"Southeast                                         ","Genuine Parts                                     ",$5.75
"Southeast                                         ","Genuine Parts                                     ",$5.90
"Southeast                                         ","Genuine Parts                                     ",$6.15
"Southeast                                         ","Icahn Enterprises                                 ",$5.33
"Southeast                                         ","Icahn Enterprises                                 ",$5.42
"Southeast                                         ","Icahn Enterprises                                 ",$5.24
"Southeast                                         ","Icahn Enterprises                                 ",$5.32
"Southeast                                         ","Icahn Enterprises                                 ",$5.62
"Southeast                                         ","Icahn Enterprises                                 ",$5.69
"Southeast                                         ","Icahn Enterprises                                 ",$5.20
"Southeast                                         ","Icahn Enterprises                                 ",$5.59
"Southeast                                         ","Icahn Enterprises                                 ",$5.62
"Southeast                                         ","Performance Food Group                            ",$5.02
"Southeast                                         ","Performance Food Group                            ",$5.37
"Southeast                                         ","Performance Food Group                            ",$5.08
"Southeast                                         ","Performance Food Group                            ",$5.05
"Southeast                                         ","Performance Food Group                            ",$5.19
"Southeast                                         ","Performance Food Group                            ",$5.18
"Southeast                                         ","Performance Food Group                            ",$5.06
"Southeast                                         ","Performance Food Group                            ",$6.31
"Southeast                                         ","Performance Food Group                            ",$5.16
"Southeast                                         ","Performance Food Group                            ",$5.11
"Southeast                                         ","Performance Food Group                            ",$5.12
"Southeast                                         ","Performance Food Group                            ",$5.10
"Southeast                                         ","Performance Food Group                            ",$5.38
"Southeast                                         ","Omnicom Group                                     ",$5.18
"Southeast                                         ","Omnicom Group                                     ",$5.24
"Southeast                                         ","Omnicom Group                                     ",$4.99
