"Northeast                                         ","Walmart                                           ",$5.76
"Northeast                                         ","Humana                                            ",$5.04
"Northeast                                         ","Humana                                            ",$5.10
"Northeast                                         ","Humana                                            ",$5.19
"Northeast                                         ","Humana                                            ",$5.15
"Northeast                                         ","Disney                                            ",$5.27
"Northeast                                         ","Disney                                            ",$5.04
"Northeast                                         ","Disney                                            ",$5.06
"Northeast                                         ","Disney                                            ",$5.18
"Northeast                                         ","Disney                                            ",$5.07
"Northeast                                         ","Disney                                            ",$5.40
"Northeast                                         ","Disney                                            ",$5.05
"Northeast                                         ","Disney                                            ",$5.17
"Northeast                                         ","Disney                                            ",$5.34
"Northeast                                         ","Disney                                            ",$5.25
"Northeast                                         ","Disney                                            ",$5.11
"Northeast                                         ","Disney                                            ",$5.09
"Northeast                                         ","Disney                                            ",$5.13
"Northeast                                         ","Disney                                            ",$5.30
"Northeast                                         ","Disney                                            ",$5.99
"Northeast                                         ","Disney                                            ",$7.38
"Northeast                                         ","Disney                                            ",$5.13
"Northeast                                         ","Disney                                            ",$5.20
"Northeast                                         ","Disney                                            ",$5.30
"Northeast                                         ","Disney                                            ",$5.20
"Northeast                                         ","Disney                                            ",$5.77
"Northeast                                         ","Cisco Systems                                     ",$5.17
"Northeast                                         ","Cisco Systems                                     ",$5.13
"Northeast                                         ","Cisco Systems                                     ",$5.05
"Northeast                                         ","Cisco Systems                                     ",$5.32
"Northeast                                         ","Cisco Systems                                     ",$5.15
"Northeast                                         ","Cisco Systems                                     ",$5.14
"Northeast                                         ","Cisco Systems                                     ",$5.09
"Northeast                                         ","Cisco Systems                                     ",$5.09
"Northeast                                         ","Cisco Systems                                     ",$5.14
"Northeast                                         ","Cisco Systems                                     ",$5.12
"Northeast                                         ","Cisco Systems                                     ",$5.14
"Northeast                                         ","Cisco Systems                                     ",$5.32
"Northeast                                         ","Cisco Systems                                     ",$5.16
"Northeast                                         ","Cisco Systems                                     ",$5.17
"Northeast                                         ","Cisco Systems                                     ",$5.37
"Northeast                                         ","Cisco Systems                                     ",$5.05
"Northeast                                         ","Cisco Systems                                     ",$5.20
"Northeast                                         ","Cisco Systems                                     ",$5.07
"Northeast                                         ","Cisco Systems                                     ",$5.11
"Northeast                                         ","Cisco Systems                                     ",$5.08
"Northeast                                         ","Cisco Systems                                     ",$5.16
"Northeast                                         ","Cisco Systems                                     ",$5.13
"Northeast                                         ","Cisco Systems                                     ",$5.16
"Northeast                                         ","Pfizer                                            ",$5.61
"Northeast                                         ","Pfizer                                            ",$6.04
"Northeast                                         ","Pfizer                                            ",$5.92
"Northeast                                         ","Pfizer                                            ",$5.66
"Northeast                                         ","Dow Chemical                                      ",$5.23
"Northeast                                         ","Sysco                                             ",$5.10
"Northeast                                         ","Sysco                                             ",$5.47
"Northeast                                         ","Sysco                                             ",$5.33
"Northeast                                         ","Sysco                                             ",$5.42
"Northeast                                         ","Sysco                                             ",$5.25
"Northeast                                         ","Sysco                                             ",$5.33
"Northeast                                         ","Sysco                                             ",$5.16
"Northeast                                         ","Sysco                                             ",$5.36
"Northeast                                         ","Sysco                                             ",$5.34
"Northeast                                         ","Sysco                                             ",$5.42
"Northeast                                         ","Sysco                                             ",$5.43
"Northeast                                         ","Sysco                                             ",$5.58
"Northeast                                         ","Sysco                                             ",$5.62
"Northeast                                         ","Sysco                                             ",$5.40
"Northeast                                         ","Sysco                                             ",$5.24
"Northeast                                         ","Sysco                                             ",$5.67
"Northeast                                         ","Sysco                                             ",$5.94
"Northeast                                         ","Sysco                                             ",$5.43
"Northeast                                         ","Sysco                                             ",$5.46
"Northeast                                         ","Sysco                                             ",$5.40
"Northeast                                         ","Sysco                                             ",$5.44
"Northeast                                         ","Sysco                                             ",$5.64
"Northeast                                         ","Sysco                                             ",$5.54
"Northeast                                         ","Sysco                                             ",$5.41
"Northeast                                         ","Sysco                                             ",$5.54
"Northeast                                         ","Sysco                                             ",$5.46
"Northeast                                         ","Sysco                                             ",$5.53
"Northeast                                         ","Sysco                                             ",$5.82
"Northeast                                         ","FedEx                                             ",$5.26
"Northeast                                         ","FedEx                                             ",$5.12
"Northeast                                         ","FedEx                                             ",$5.34
"Northeast                                         ","FedEx                                             ",$5.18
"Northeast                                         ","FedEx                                             ",$5.05
"Northeast                                         ","FedEx                                             ",$5.19
"Northeast                                         ","FedEx                                             ",$5.36
"Northeast                                         ","FedEx                                             ",$5.14
"Northeast                                         ","FedEx                                             ",$5.33
"Northeast                                         ","FedEx                                             ",$5.08
"Northeast                                         ","FedEx                                             ",$5.12
"Northeast                                         ","FedEx                                             ",$5.07
"Northeast                                         ","FedEx                                             ",$5.77
"Northeast                                         ","FedEx                                             ",$5.19
"Northeast                                         ","FedEx                                             ",$5.09
"Northeast                                         ","FedEx                                             ",$5.08
"Northeast                                         ","FedEx                                             ",$5.19
"Northeast                                         ","FedEx                                             ",$5.21
"Northeast                                         ","FedEx                                             ",$5.16
"Northeast                                         ","FedEx                                             ",$5.46
"Northeast                                         ","Caterpillar                                       ",$6.28
"Northeast                                         ","Caterpillar                                       ",$5.28
"Northeast                                         ","Caterpillar                                       ",$7.32
"Northeast                                         ","Caterpillar                                       ",$5.75
"Northeast                                         ","Caterpillar                                       ",$6.74
"Northeast                                         ","Lockheed Martin                                   ",$5.12
"Northeast                                         ","New York Life Insurance                           ",$5.59
"Northeast                                         ","New York Life Insurance                           ",$5.15
"Northeast                                         ","New York Life Insurance                           ",$5.16
"Northeast                                         ","New York Life Insurance                           ",$5.12
"Northeast                                         ","New York Life Insurance                           ",$5.16
"Northeast                                         ","New York Life Insurance                           ",$5.51
"Northeast                                         ","New York Life Insurance                           ",$5.06
"Northeast                                         ","New York Life Insurance                           ",$5.87
"Northeast                                         ","New York Life Insurance                           ",$5.11
"Northeast                                         ","New York Life Insurance                           ",$5.06
"Northeast                                         ","New York Life Insurance                           ",$5.11
"Northeast                                         ","New York Life Insurance                           ",$5.12
"Northeast                                         ","New York Life Insurance                           ",$5.14
"Northeast                                         ","New York Life Insurance                           ",$5.18
"Northeast                                         ","New York Life Insurance                           ",$6.39
"Northeast                                         ","New York Life Insurance                           ",$5.13
"Northeast                                         ","New York Life Insurance                           ",$5.19
"Northeast                                         ","New York Life Insurance                           ",$5.20
"Northeast                                         ","New York Life Insurance                           ",$5.34
"Northeast                                         ","New York Life Insurance                           ",$5.06
"Northeast                                         ","New York Life Insurance                           ",$5.16
"Northeast                                         ","New York Life Insurance                           ",$5.06
"Northeast                                         ","New York Life Insurance                           ",$5.19
"Northeast                                         ","New York Life Insurance                           ",$5.56
"Northeast                                         ","New York Life Insurance                           ",$5.10
"Northeast                                         ","New York Life Insurance                           ",$5.25
"Northeast                                         ","New York Life Insurance                           ",$5.09
"Northeast                                         ","Coca-Cola                                         ",$5.08
"Northeast                                         ","Coca-Cola                                         ",$5.10
"Northeast                                         ","Coca-Cola                                         ",$5.17
"Northeast                                         ","Coca-Cola                                         ",$5.21
"Northeast                                         ","Coca-Cola                                         ",$5.42
"Northeast                                         ","Coca-Cola                                         ",$5.12
"Northeast                                         ","Coca-Cola                                         ",$5.12
"Northeast                                         ","Ingram Micro                                      ",$5.86
"Northeast                                         ","Ingram Micro                                      ",$6.11
"Northeast                                         ","Energy Transfer Equity                            ",$5.30
"Northeast                                         ","Energy Transfer Equity                            ",$5.13
"Northeast                                         ","Energy Transfer Equity                            ",$5.37
"Northeast                                         ","Tyson Foods                                       ",$5.55
"Northeast                                         ","Tyson Foods                                       ",$5.26
"Northeast                                         ","Tyson Foods                                       ",$5.17
"Northeast                                         ","Tyson Foods                                       ",$5.66
"Northeast                                         ","Tyson Foods                                       ",$5.49
"Northeast                                         ","Tyson Foods                                       ",$5.70
"Northeast                                         ","Tyson Foods                                       ",$6.43
"Northeast                                         ","Tyson Foods                                       ",$5.46
"Northeast                                         ","Tyson Foods                                       ",$6.43
"Northeast                                         ","Tyson Foods                                       ",$5.24
"Northeast                                         ","Tyson Foods                                       ",$5.41
"Northeast                                         ","American Airlines Group                           ",$5.49
"Northeast                                         ","American Airlines Group                           ",$6.88
"Northeast                                         ","American Airlines Group                           ",$5.07
"Northeast                                         ","American Airlines Group                           ",$5.06
"Northeast                                         ","American Airlines Group                           ",$5.07
"Northeast                                         ","American Airlines Group                           ",$5.05
"Northeast                                         ","Nationwide                                        ",$5.34
"Northeast                                         ","Nationwide                                        ",$5.37
"Northeast                                         ","Nationwide                                        ",$6.43
"Northeast                                         ","Nationwide                                        ",$5.54
"Northeast                                         ","Nationwide                                        ",$5.57
"Northeast                                         ","Nationwide                                        ",$5.27
"Northeast                                         ","Nationwide                                        ",$5.31
"Northeast                                         ","Nationwide                                        ",$5.16
"Northeast                                         ","Johnson Controls                                  ",$5.11
"Northeast                                         ","Johnson Controls                                  ",$5.21
"Northeast                                         ","Johnson Controls                                  ",$5.12
"Northeast                                         ","Johnson Controls                                  ",$5.22
"Northeast                                         ","Johnson Controls                                  ",$5.10
"Northeast                                         ","Johnson Controls                                  ",$5.07
"Northeast                                         ","Best Buy                                          ",$6.50
"Northeast                                         ","Best Buy                                          ",$5.51
"Northeast                                         ","Best Buy                                          ",$5.62
"Northeast                                         ","Best Buy                                          ",$5.10
"Northeast                                         ","Best Buy                                          ",$5.44
"Northeast                                         ","Best Buy                                          ",$5.36
"Northeast                                         ","Best Buy                                          ",$5.65
"Northeast                                         ","Best Buy                                          ",$5.31
"Northeast                                         ","Best Buy                                          ",$5.81
"Northeast                                         ","Best Buy                                          ",$5.78
"Northeast                                         ","Best Buy                                          ",$5.38
"Northeast                                         ","Best Buy                                          ",$5.78
"Northeast                                         ","Best Buy                                          ",$5.59
"Northeast                                         ","Best Buy                                          ",$5.22
"Northeast                                         ","Best Buy                                          ",$5.35
"Northeast                                         ","Best Buy                                          ",$5.17
"Northeast                                         ","Best Buy                                          ",$5.65
"Northeast                                         ","Best Buy                                          ",$5.54
"Northeast                                         ","Merck                                             ",$5.15
"Northeast                                         ","Merck                                             ",$5.40
"Northeast                                         ","Merck                                             ",$5.09
"Northeast                                         ","Merck                                             ",$5.12
"Northeast                                         ","Merck                                             ",$5.10
"Northeast                                         ","Merck                                             ",$5.11
"Northeast                                         ","Merck                                             ",$5.30
"Northeast                                         ","Merck                                             ",$5.25
"Northeast                                         ","Merck                                             ",$6.53
"Northeast                                         ","Merck                                             ",$5.11
"Northeast                                         ","Merck                                             ",$5.26
"Northeast                                         ","Merck                                             ",$5.20
"Northeast                                         ","Merck                                             ",$5.06
"Northeast                                         ","Honeywell International                           ",$5.10
"Northeast                                         ","Honeywell International                           ",$5.10
"Northeast                                         ","Honeywell International                           ",$5.21
"Northeast                                         ","Honeywell International                           ",$5.10
"Northeast                                         ","Honeywell International                           ",$5.10
"Northeast                                         ","Honeywell International                           ",$5.15
"Northeast                                         ","Honeywell International                           ",$5.13
"Northeast                                         ","Honeywell International                           ",$5.48
"Northeast                                         ","Honeywell International                           ",$5.16
"Northeast                                         ","Honeywell International                           ",$5.77
"Northeast                                         ","Honeywell International                           ",$5.80
"Northeast                                         ","Honeywell International                           ",$5.05
"Northeast                                         ","Honeywell International                           ",$5.19
"Northeast                                         ","Honeywell International                           ",$7.24
"Northeast                                         ","Honeywell International                           ",$6.21
"Northeast                                         ","Honeywell International                           ",$5.75
"Northeast                                         ","Honeywell International                           ",$5.07
"Northeast                                         ","Massachusetts Mutual Life Insurance               ",$5.71
"Northeast                                         ","Oracle                                            ",$6.11
"Northeast                                         ","Morgan Stanley                                    ",$5.08
"Northeast                                         ","Morgan Stanley                                    ",$5.17
"Northeast                                         ","Morgan Stanley                                    ",$5.22
"Northeast                                         ","Cigna                                             ",$5.48
"Northeast                                         ","Cigna                                             ",$5.09
"Northeast                                         ","Cigna                                             ",$5.11
"Northeast                                         ","Cigna                                             ",$5.08
"Northeast                                         ","Cigna                                             ",$5.73
"Northeast                                         ","Cigna                                             ",$5.20
"Northeast                                         ","Cigna                                             ",$5.00
"Northeast                                         ","Cigna                                             ",$5.11
"Northeast                                         ","Cigna                                             ",$5.06
"Northeast                                         ","Cigna                                             ",$5.30
"Northeast                                         ","Cigna                                             ",$5.07
"Northeast                                         ","Cigna                                             ",$5.08
"Northeast                                         ","Cigna                                             ",$5.21
"Northeast                                         ","Cigna                                             ",$5.10
"Northeast                                         ","Cigna                                             ",$5.17
"Northeast                                         ","Cigna                                             ",$5.06
"Northeast                                         ","United Continental Holdings                       ",$5.16
"Northeast                                         ","United Continental Holdings                       ",$5.67
"Northeast                                         ","United Continental Holdings                       ",$5.24
"Northeast                                         ","United Continental Holdings                       ",$5.16
"Northeast                                         ","United Continental Holdings                       ",$5.23
"Northeast                                         ","United Continental Holdings                       ",$5.11
"Northeast                                         ","United Continental Holdings                       ",$5.78
"Northeast                                         ","United Continental Holdings                       ",$5.08
"Northeast                                         ","United Continental Holdings                       ",$5.06
"Northeast                                         ","United Continental Holdings                       ",$5.32
"Northeast                                         ","United Continental Holdings                       ",$5.32
"Northeast                                         ","United Continental Holdings                       ",$5.22
"Northeast                                         ","United Continental Holdings                       ",$5.12
"Northeast                                         ","United Continental Holdings                       ",$5.16
"Northeast                                         ","United Continental Holdings                       ",$5.22
"Northeast                                         ","United Continental Holdings                       ",$5.04
"Northeast                                         ","Allstate                                          ",$5.91
"Northeast                                         ","Allstate                                          ",$5.43
"Northeast                                         ","Allstate                                          ",$5.46
"Northeast                                         ","Allstate                                          ",$5.33
"Northeast                                         ","Allstate                                          ",$5.23
"Northeast                                         ","Allstate                                          ",$5.86
"Northeast                                         ","Allstate                                          ",$5.36
"Northeast                                         ","Allstate                                          ",$5.41
"Northeast                                         ","Allstate                                          ",$5.19
"Northeast                                         ","Allstate                                          ",$5.29
"Northeast                                         ","TIAA                                              ",$5.31
"Northeast                                         ","INTL FCStone                                      ",$5.58
"Northeast                                         ","CHS                                               ",$5.34
"Northeast                                         ","CHS                                               ",$5.35
"Northeast                                         ","CHS                                               ",$5.36
"Northeast                                         ","CHS                                               ",$5.39
"Northeast                                         ","CHS                                               ",$8.02
"Northeast                                         ","CHS                                               ",$5.26
"Northeast                                         ","CHS                                               ",$5.35
"Northeast                                         ","CHS                                               ",$6.13
"Northeast                                         ","CHS                                               ",$5.55
"Northeast                                         ","American Express                                  ",$5.18
"Northeast                                         ","American Express                                  ",$5.19
"Northeast                                         ","American Express                                  ",$5.13
"Northeast                                         ","American Express                                  ",$5.19
"Northeast                                         ","American Express                                  ",$5.34
"Northeast                                         ","American Express                                  ",$5.04
"Northeast                                         ","Gilead Sciences                                   ",$5.15
"Northeast                                         ","Gilead Sciences                                   ",$5.17
"Northeast                                         ","Gilead Sciences                                   ",$5.13
"Northeast                                         ","Gilead Sciences                                   ",$5.06
"Northeast                                         ","Gilead Sciences                                   ",$5.86
"Northeast                                         ","Gilead Sciences                                   ",$5.32
"Northeast                                         ","Gilead Sciences                                   ",$5.05
"Northeast                                         ","Gilead Sciences                                   ",$5.11
"Northeast                                         ","Gilead Sciences                                   ",$5.24
"Northeast                                         ","Gilead Sciences                                   ",$5.22
"Northeast                                         ","Publix Super Markets                              ",$5.44
"Northeast                                         ","General Dynamics                                  ",$5.44
"Northeast                                         ","General Dynamics                                  ",$5.31
"Northeast                                         ","General Dynamics                                  ",$5.40
"Northeast                                         ","General Dynamics                                  ",$5.78
"Northeast                                         ","General Dynamics                                  ",$5.50
"Northeast                                         ","General Dynamics                                  ",$5.38
"Northeast                                         ","General Dynamics                                  ",$5.38
"Northeast                                         ","General Dynamics                                  ",$5.38
"Northeast                                         ","General Dynamics                                  ",$5.33
"Northeast                                         ","General Dynamics                                  ",$5.50
"Northeast                                         ","General Dynamics                                  ",$5.51
"Northeast                                         ","General Dynamics                                  ",$5.51
"Northeast                                         ","General Dynamics                                  ",$7.33
"Northeast                                         ","General Dynamics                                  ",$5.55
"Northeast                                         ","General Dynamics                                  ",$5.32
"Northeast                                         ","General Dynamics                                  ",$5.10
"Northeast                                         ","General Dynamics                                  ",$5.38
"Northeast                                         ","General Dynamics                                  ",$5.45
"Northeast                                         ","General Dynamics                                  ",$5.31
"Northeast                                         ","General Dynamics                                  ",$5.41
"Northeast                                         ","General Dynamics                                  ",$5.57
"Northeast                                         ","General Dynamics                                  ",$5.30
"Northeast                                         ","General Dynamics                                  ",$5.63
"Northeast                                         ","General Dynamics                                  ",$5.43
"Northeast                                         ","General Dynamics                                  ",$5.77
"Northeast                                         ","General Dynamics                                  ",$6.53
"Northeast                                         ","General Dynamics                                  ",$5.56
"Northeast                                         ","General Dynamics                                  ",$6.63
"Northeast                                         ","General Dynamics                                  ",$5.22
"Northeast                                         ","TJX                                               ",$7.39
"Northeast                                         ","TJX                                               ",$5.08
"Northeast                                         ","TJX                                               ",$5.08
"Northeast                                         ","TJX                                               ",$5.09
"Northeast                                         ","TJX                                               ",$5.25
"Northeast                                         ","TJX                                               ",$5.10
"Northeast                                         ","TJX                                               ",$5.56
"Northeast                                         ","TJX                                               ",$5.03
"Northeast                                         ","TJX                                               ",$5.16
"Northeast                                         ","TJX                                               ",$5.17
"Northeast                                         ","TJX                                               ",$5.14
"Northeast                                         ","TJX                                               ",$5.13
"Northeast                                         ","TJX                                               ",$5.07
"Northeast                                         ","TJX                                               ",$5.12
"Northeast                                         ","TJX                                               ",$5.14
"Northeast                                         ","TJX                                               ",$5.15
"Northeast                                         ","TJX                                               ",$5.50
"Northeast                                         ","TJX                                               ",$6.22
"Northeast                                         ","TJX                                               ",$5.12
"Northeast                                         ","ConocoPhillips                                    ",$5.13
"Northeast                                         ","ConocoPhillips                                    ",$5.51
"Northeast                                         ","ConocoPhillips                                    ",$5.17
"Northeast                                         ","ConocoPhillips                                    ",$5.10
"Northeast                                         ","ConocoPhillips                                    ",$5.24
"Northeast                                         ","World Fuel Services                               ",$6.06
"Northeast                                         ","3M                                                ",$5.88
"Northeast                                         ","3M                                                ",$6.16
"Northeast                                         ","3M                                                ",$5.21
"Northeast                                         ","3M                                                ",$5.21
"Northeast                                         ","3M                                                ",$6.37
"Northeast                                         ","3M                                                ",$6.00
"Northeast                                         ","3M                                                ",$6.30
"Northeast                                         ","3M                                                ",$5.76
"Northeast                                         ","3M                                                ",$5.89
"Northeast                                         ","3M                                                ",$6.33
"Northeast                                         ","3M                                                ",$5.99
"Northeast                                         ","Mondelez International                            ",$7.59
"Northeast                                         ","Mondelez International                            ",$5.09
"Northeast                                         ","Mondelez International                            ",$5.17
"Northeast                                         ","Exelon                                            ",$5.24
"Northeast                                         ","Exelon                                            ",$5.89
"Northeast                                         ","Exelon                                            ",$5.92
"Northeast                                         ","Exelon                                            ",$5.36
"Northeast                                         ","Exelon                                            ",$5.81
"Northeast                                         ","Exelon                                            ",$5.28
"Northeast                                         ","Exelon                                            ",$5.56
"Northeast                                         ","Twenty-First Century Fox                          ",$5.82
"Northeast                                         ","Twenty-First Century Fox                          ",$5.55
"Northeast                                         ","Twenty-First Century Fox                          ",$5.65
"Northeast                                         ","Twenty-First Century Fox                          ",$5.27
"Northeast                                         ","Twenty-First Century Fox                          ",$5.18
"Northeast                                         ","Twenty-First Century Fox                          ",$5.56
"Northeast                                         ","Twenty-First Century Fox                          ",$5.61
"Northeast                                         ","Twenty-First Century Fox                          ",$5.69
"Northeast                                         ","Twenty-First Century Fox                          ",$7.00
"Northeast                                         ","Twenty-First Century Fox                          ",$5.78
"Northeast                                         ","Twenty-First Century Fox                          ",$5.70
"Northeast                                         ","Deere                                             ",$6.10
"Northeast                                         ","Tesoro                                            ",$5.23
"Northeast                                         ","Time Warner                                       ",$5.85
"Northeast                                         ","Time Warner                                       ",$6.03
"Northeast                                         ","Time Warner                                       ",$6.04
"Northeast                                         ","Time Warner                                       ",$6.83
"Northeast                                         ","Time Warner                                       ",$5.83
"Northeast                                         ","Time Warner                                       ",$5.85
"Northeast                                         ","Northwestern Mutual                               ",$5.10
"Northeast                                         ","Northwestern Mutual                               ",$5.31
"Northeast                                         ","DuPont                                            ",$5.24
"Northeast                                         ","DuPont                                            ",$5.34
"Northeast                                         ","DuPont                                            ",$5.06
